Series Name,Series Code,Country Name,Country Code,2023 [YR2023],2024 [YR2024]
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Central African Republic,CAF,2.979138526,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Chad,TCD,10.83635684,8.899507323
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Channel Islands,CHI,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Chile,CHL,7.581682514,4.297638916
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,China,CHN,0.234836829,0.218128938
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Colombia,COL,11.73590449,6.609085937
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Comoros,COM,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,"Congo, Dem. Rep.",COD,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,"Congo, Rep.",COG,4.301745636,3.091436309
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Costa Rica,CRI,0.525193509,-0.413459342
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Cote d'Ivoire,CIV,4.38711707,3.466373147
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Croatia,HRV,7.941281776,2.972004776
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Cuba,CUB,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Curacao,CUW,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Cyprus,CYP,3.541341888,1.800230186
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Czechia,CZE,10.66126014,2.435312024
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Denmark,DNK,3.305178112,1.372200498
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Djibouti,DJI,1.495068165,2.07655388
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Dominica,DMA,5.086774832,2.589738691
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Dominican Republic,DOM,4.78561281,3.30223339
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Ecuador,ECU,2.215687642,1.547325156
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,"Egypt, Arab Rep.",EGY,33.88477631,28.27058993
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,El Salvador,SLV,4.045546942,0.853782293
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Equatorial Guinea,GNQ,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Eritrea,ERI,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Estonia,EST,9.15922508,3.520560533
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Eswatini,SWZ,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Ethiopia,ETH,30.21882781,21.03774606
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Faroe Islands,FRO,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Fiji,FJI,2.344082966,4.511382565
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Finland,FIN,6.250643222,1.565689062
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,France,FRA,4.878357265,1.999049423
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,French Polynesia,PYF,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Gabon,GAB,3.629015342,1.173119984
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,"Gambia, The",GMB,16.97421296,11.56375462
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Georgia,GEO,2.487760566,1.10971758
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Germany,DEU,5.946436677,2.256498143
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Ghana,GHA,38.10696563,22.84832812
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Gibraltar,GIB,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Greece,GRC,3.464801285,2.741490458
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Greenland,GRL,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Grenada,GRD,2.696122698,1.086153651
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Guam,GUM,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Guatemala,GTM,6.206575923,2.869927529
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Guinea,GIN,7.804975919,8.123139149
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Guinea-Bissau,GNB,7.102209286,3.765558258
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Guyana,GUY,2.821103351,2.903952264
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Haiti,HTI,36.81351628,26.94905641
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Honduras,HND,6.663251803,4.606210981
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,"Hong Kong SAR, China",HKG,2.096605112,1.729721191
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Hungary,HUN,17.12496597,3.703703704
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Iceland,ISL,8.736302999,5.8568385
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,India,IND,5.649143189,4.95303551
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Indonesia,IDN,3.670131424,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,"Iran, Islamic Rep.",IRN,44.57918576,32.4558714
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Iraq,IRQ,4.358353511,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Ireland,IRL,6.299424874,2.113449996
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Isle of Man,IMN,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Israel,ISR,4.205816555,3.057106054
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Italy,ITA,5.622194422,0.982373023
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Jamaica,JAM,6.474137347,5.41194448
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Japan,JPN,3.268133659,2.738536816
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Jordan,JOR,2.084869863,1.556596113
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Kazakhstan,KAZ,14.72499002,8.839438975
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Kenya,KEN,7.67139634,4.489788542
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Kiribati,KIR,9.283073745,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,"Korea, Dem. People's Rep.",PRK,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,"Korea, Rep.",KOR,3.59745625,2.321743286
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Kosovo,XKX,4.944324388,1.619449946
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Kuwait,KWT,3.64216403,2.898550725
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Kyrgyz Republic,KGZ,10.75327704,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Lao PDR,LAO,31.23013417,23.13056959
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Latvia,LVA,8.938046233,1.265798858
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Lebanon,LBN,221.341644,45.24304227
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Lesotho,LSO,6.342217431,6.105446242
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Liberia,LBR,10.09445357,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Libya,LBY,2.373175314,2.126157669
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Liechtenstein,LIE,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Lithuania,LTU,9.117319624,0.715735835
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Luxembourg,LUX,3.74140362,2.0511327
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,"Macao SAR, China",MAC,0.476384496,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Madagascar,MDG,9.87432675,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Malawi,MWI,28.78974282,32.17965042
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Malaysia,MYS,2.488865601,1.834100204
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Maldives,MDV,2.927465424,1.399797797
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Mali,MLI,2.058802283,3.206398641
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Malta,MLT,5.09396759,1.650794693
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Marshall Islands,MHL,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Mauritania,MRT,4.953050345,2.491643475
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Mauritius,MUS,7.052982385,3.582367427
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Mexico,MEX,5.527960873,4.722255885
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,"Micronesia, Fed. Sts.",FSM,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Moldova,MDA,13.41701044,4.67773516
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Monaco,MCO,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Mongolia,MNG,10.34758313,6.802848993
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Montenegro,MNE,8.584769105,3.336750093
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Morocco,MAR,6.091141525,0.985256592
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Mozambique,MOZ,7.126974821,4.078568348
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Myanmar,MMR,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Namibia,NAM,5.879934633,4.239039229
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Nauru,NRU,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Nepal,NPL,7.114759517,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Netherlands,NLD,3.838393543,3.347543042
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,New Caledonia,NCL,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,New Zealand,NZL,5.73316283,2.922797823
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Nicaragua,NIC,8.387658549,4.624738411
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Niger,NER,3.700973164,9.071519977
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Nigeria,NGA,24.6595502,33.24209665
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,North Macedonia,MKD,9.361872498,3.48974086
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Northern Mariana Islands,MNP,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Norway,NOR,5.517849871,3.145301344
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Oman,OMN,0.950782998,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Pakistan,PAK,30.76812807,12.63253185
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Palau,PLW,12.81997482,2.231727729
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Panama,PAN,1.486413553,0.693225551
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Papua New Guinea,PNG,2.298699913,0.602403921
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Paraguay,PRY,4.632022854,3.835402717
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Peru,PER,6.455613484,2.007707394
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Philippines,PHL,5.978025155,3.21260487
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Poland,POL,11.5289128,3.790608976
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Portugal,PRT,4.311281919,2.416131878
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Puerto Rico (US),PRI,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Qatar,QAT,3.027648992,1.267343103
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Romania,ROU,10.39718748,5.721405744
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Russian Federation,RUS,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Rwanda,RWA,19.78954675,1.770292402
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Samoa,WSM,7.921646848,2.172455305
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,San Marino,SMR,5.931908586,1.242165079
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Sao Tome and Principe,STP,21.25891385,14.35192736
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Saudi Arabia,SAU,2.327085184,1.687921124
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Senegal,SEN,5.939477988,0.804503299
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Serbia,SRB,12.37190436,4.670529749
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Seychelles,SYC,-1.035300884,0.311726051
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Sierra Leone,SLE,47.64287333,28.63375
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Singapore,SGP,4.833723628,2.389511236
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Sint Maarten (Dutch part),SXM,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Slovak Republic,SVK,10.53194766,2.757609094
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Slovenia,SVN,7.446877174,1.965626564
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Solomon Islands,SLB,5.88585897,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Somalia,SOM,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,South Africa,ZAF,6.075243846,4.361152465
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,South Sudan,SSD,2.382804348,91.44082208
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Spain,ESP,3.532361335,2.774178265
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Sri Lanka,LKA,16.54117423,-0.429360049
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,St. Kitts and Nevis,KNA,3.557112308,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,St. Lucia,LCA,4.070608219,-0.110283576
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,St. Martin (French part),MAF,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,St. Vincent and the Grenadines,VCT,4.564577198,3.627707369
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Sudan,SDN,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Suriname,SUR,51.58731596,16.22961591
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Sweden,SWE,8.548624897,2.835816582
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Switzerland,CHE,2.13540088,1.06234042
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Syrian Arab Republic,SYR,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Tajikistan,TJK,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Tanzania,TZA,3.799232914,3.056946763
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Thailand,THA,8.478051744,1.365805408
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Timor-Leste,TLS,8.420351033,2.06284153
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Togo,TGO,5.302548091,2.870214053
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Tonga,TON,6.351129803,3.183646113
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Trinidad and Tobago,TTO,4.629302424,0.526884626
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Tunisia,TUN,9.328995975,7.206616572
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Turkiye,TUR,53.85940876,58.50645073
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Turkmenistan,TKM,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Turks and Caicos Islands,TCA,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Tuvalu,TUV,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Uganda,UGA,5.350948043,3.323380671
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Ukraine,UKR,12.84902228,6.501984647
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,United Arab Emirates,ARE,1.626708372,1.663365102
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,United Kingdom,GBR,6.793967068,3.271572946
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,United States,USA,4.116338384,2.949525205
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Uruguay,URY,5.869103599,4.849143666
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Uzbekistan,UZB,9.956590713,9.62825466
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Vanuatu,VUT,11.18250171,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,"Venezuela, RB",VEN,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Viet Nam,VNM,3.252892827,3.621092739
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Virgin Islands (U.S.),VIR,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,West Bank and Gaza,PSE,5.871101777,53.66914583
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,"Yemen, Rep.",YEM,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Zambia,ZMB,10.88453169,14.98562627
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Zimbabwe,ZWE,..,..
,,,,,
,,,,,
,,,,,
Data from database: World Development Indicators,,,,,
Last Updated: 07/01/2025,,,,,
